T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
12.2,19.0,2.0,1016.4,82.0,0.3,2.2,9.4,200.875
11.9,20.0,6.4,1014.3,88.0,0.3,2.0,7.6,214.04166666666663
11.5,20.8,6.6,1013.2,85.0,0.3,4.3,9.4,210.0
11.2,19.1,5.7,1016.6,89.0,0.3,8.5,21.7,210.125
14.9,19.4,9.0,1016.4,83.0,0.6,4.3,9.4,227.75
13.4,20.2,6.9,1013.7,87.0,0.3,10.9,16.5,217.25
13.1,20.4,7.8,1014.3,84.0,0.6,10.9,16.5,212.45833333333331
13.9,22.8,7.4,1013.5,73.0,1.1,6.5,18.3,202.66666666666663
12.1,22.8,4.2,1014.6,86.0,0.5,5.9,11.1,149.875
13.8,20.0,8.0,1013.0,83.0,0.8,7.0,13.0,85.08333333333333
11.3,20.4,8.2,1016.9,95.0,0.2,5.7,13.0,102.875
11.8,17.4,7.4,1018.4,84.0,0.5,3.0,7.6,138.79166666666666
12.3,20.2,2.1,1017.8,76.0,1.3,3.0,14.8,153.08333333333334
12.1,20.8,5.4,1017.2,75.0,1.3,5.4,11.1,159.70833333333334
11.4,21.5,3.8,1018.2,82.0,1.1,1.3,5.4,147.375
11.7,20.4,4.0,1018.7,77.0,0.8,5.4,9.4,171.0
13.3,21.2,5.4,1016.8,71.0,1.6,6.7,18.3,133.41666666666666
12.3,23.8,3.1,1017.9,70.0,1.3,3.1,9.4,151.875
15.3,26.2,5.3,1019.0,71.0,1.3,1.5,11.1,224.79166666666663
16.5,26.6,6.2,1016.8,70.0,0.8,1.9,7.6,177.625
20.2,28.1,10.4,1016.2,68.0,1.6,7.4,14.8,149.625
15.9,26.1,10.4,1016.5,88.0,1.0,6.7,14.8,114.20833333333331
14.6,23.2,6.8,1017.8,81.0,1.4,2.8,7.6,97.5
14.2,23.0,7.4,1018.0,82.0,1.4,4.6,13.0,162.0
16.5,23.0,8.3,1018.6,74.0,1.6,7.4,20.6,161.16666666666666
16.1,24.2,7.6,1016.8,78.0,1.1,4.4,11.1,136.75
15.3,25.2,7.8,1014.3,83.0,1.3,2.0,7.6,50.91666666666666
21.7,29.4,10.2,1012.3,58.0,2.3,4.1,13.0,117.20833333333331
20.0,28.0,8.6,1014.0,67.0,1.6,1.7,9.4,137.125
20.6,29.2,9.9,1011.8,70.0,1.9,2.4,13.0,197.08333333333331
21.2,29.5,11.6,1012.6,69.0,1.1,2.4,7.6,161.91666666666666
20.1,29.4,10.7,1014.6,69.0,1.8,1.7,9.4,161.375
20.0,28.0,9.6,1017.6,70.0,1.4,0.7,7.6,144.16666666666666
16.9,26.0,11.6,1016.3,85.0,1.6,2.2,11.1,94.91666666666669
21.5,29.0,11.0,1014.6,66.0,2.6,8.5,22.2,64.95833333333333
22.8,31.2,10.7,1012.2,60.0,2.7,4.8,13.0,157.25
23.3,32.2,12.0,1010.4,61.0,2.4,5.9,14.8,182.54166666666663
24.3,33.0,13.4,1008.8,63.0,2.7,7.8,16.5,133.95833333333334
25.3,33.2,15.2,1006.0,63.0,3.2,10.9,22.2,69.25
25.4,33.0,17.8,1007.6,59.0,3.4,8.7,18.3,79.29166666666667
24.8,32.0,15.6,1011.0,54.0,3.7,5.9,14.8,92.04166666666669
22.5,32.3,11.8,1014.6,59.0,4.0,8.5,18.3,31.625
23.6,29.0,15.3,1013.2,55.0,3.5,12.8,25.9,20.416666666666668
23.0,31.0,13.2,1012.3,57.0,3.2,8.9,14.8,61.125
24.8,34.0,12.2,1011.6,55.0,2.9,3.7,11.1,87.79166666666667
25.3,33.9,14.4,1010.7,56.0,3.5,11.1,16.5,95.375
24.2,31.6,15.0,1009.2,58.0,2.7,8.3,16.5,81.95833333333333
27.2,34.0,14.4,1009.2,58.0,2.9,7.8,13.0,49.583333333333336
26.0,34.0,18.9,1010.4,68.0,2.3,7.6,13.0,34.916666666666664
27.5,34.0,18.8,1011.2,66.0,2.6,7.2,11.1,47.5
26.2,34.2,18.2,1011.4,63.0,3.2,1.9,7.6,81.29166666666667
27.1,35.0,17.2,1012.5,60.0,2.7,4.6,14.8,111.45833333333331
25.0,35.2,17.9,1013.9,61.0,2.7,9.6,16.5,133.04166666666666
25.0,31.0,15.2,1014.9,59.0,3.2,4.3,9.4,128.83333333333334
24.6,31.2,14.0,1012.0,59.0,2.7,6.7,18.3,56.333333333333336
25.7,32.0,16.2,1011.4,57.0,3.4,8.5,18.3,20.291666666666668
26.2,32.0,17.2,1011.2,58.0,1.6,8.0,14.8,34.458333333333336
26.4,34.0,16.8,1009.0,54.0,2.4,5.9,13.0,56.79166666666666
25.3,34.2,16.4,1010.2,59.0,1.9,4.4,11.1,48.91666666666666
26.1,35.3,19.2,1009.5,52.0,2.6,3.9,13.0,59.16666666666666
24.3,34.5,16.8,1007.7,58.0,2.3,5.4,18.3,83.83333333333333
26.8,35.0,16.2,1007.6,52.0,3.1,3.0,9.4,89.375
26.7,35.2,20.0,1011.7,53.0,2.6,5.7,13.0,65.83333333333333
25.2,33.6,19.6,1012.2,51.0,2.7,10.0,24.1,58.66666666666666
26.8,33.0,16.0,1013.4,45.0,3.5,8.5,18.3,67.08333333333333
24.6,34.2,17.5,1012.6,52.0,4.0,10.2,14.8,101.375
27.6,35.0,16.4,1008.5,55.0,3.4,5.4,11.1,42.91666666666666
29.1,37.0,17.8,1005.9,47.0,3.5,3.0,9.4,84.41666666666667
31.6,40.0,20.6,1002.2,39.0,3.5,6.5,18.3,97.08333333333331
31.2,40.1,19.0,999.9,34.0,2.6,14.1,27.8,21.58333333333333
29.2,37.9,20.0,1001.0,30.0,4.0,15.2,24.1,47.25
28.4,34.6,18.4,1002.6,26.0,3.4,13.7,24.1,81.20833333333333
26.8,34.2,16.2,1006.6,31.0,3.7,7.8,14.8,52.29166666666666
25.8,35.0,11.7,1008.5,27.0,3.7,4.8,18.3,28.45833333333333
28.3,37.0,14.0,1008.7,27.0,3.4,7.8,18.3,23.666666666666668
30.9,39.0,18.5,1005.7,33.0,3.2,6.3,14.8,67.04166666666667
30.2,38.8,20.4,1005.0,42.0,1.9,4.8,9.4,90.0
28.7,38.2,21.7,1008.3,40.0,1.9,6.3,11.1,49.5
26.7,36.9,18.4,1008.0,37.0,2.7,7.2,18.3,75.16666666666667
26.1,36.4,14.3,1008.7,36.0,2.9,4.4,11.1,53.125
27.4,37.0,17.1,1010.0,35.0,3.2,5.9,14.8,76.25
28.2,38.8,16.0,1009.8,36.0,3.5,6.7,16.5,69.04166666666667
30.4,39.0,18.3,1010.4,35.0,2.7,5.2,13.0,41.16666666666666
30.2,39.4,19.4,1008.4,36.0,2.7,9.3,16.5,54.708333333333336
31.1,40.2,20.6,1007.0,37.0,3.1,8.3,14.8,52.625
31.8,40.4,21.5,1005.9,34.0,3.5,9.6,20.6,51.375
29.8,40.5,20.2,1006.4,44.0,2.4,6.7,27.8,45.5
27.4,40.0,18.2,1009.3,53.0,2.7,9.4,22.2,56.833333333333336
28.0,35.4,18.3,1009.7,51.0,3.1,4.6,14.8,100.41666666666669
29.1,37.2,18.5,1005.5,46.0,2.7,4.8,13.0,94.33333333333331
28.3,37.8,19.5,1005.2,44.0,2.7,11.1,22.2,92.91666666666669
26.9,33.8,19.2,1007.9,53.0,3.4,9.3,14.8,80.20833333333333
27.3,33.2,21.4,1009.7,55.0,3.1,7.2,11.1,76.66666666666667
26.5,34.0,22.0,1008.3,55.0,2.6,13.5,22.2,56.875
26.6,33.6,16.4,1009.1,43.0,3.2,5.6,11.1,98.375
28.1,36.8,18.0,1008.2,46.0,2.7,5.6,14.8,71.66666666666667
29.8,39.8,16.7,1006.2,40.0,3.1,5.0,14.8,31.83333333333333
31.3,41.4,19.6,1005.6,42.0,2.6,4.4,11.1,47.66666666666666
34.3,41.6,22.3,1005.8,35.0,2.3,7.8,14.8,38.25
34.1,42.2,23.2,1005.8,34.0,1.9,7.2,11.1,41.375
32.3,42.1,23.2,1006.0,40.0,1.9,4.3,11.1,48.41666666666666
34.6,41.0,28.2,1005.8,33.0,2.3,7.0,11.1,48.125
31.8,41.5,24.8,1005.6,43.0,2.3,3.9,16.5,56.25
31.9,39.5,24.3,1003.9,42.0,2.4,6.7,14.8,103.41666666666669
33.4,40.6,24.7,1003.0,39.0,2.7,6.3,11.1,76.5
33.3,41.6,24.0,1004.0,47.0,1.9,6.9,13.0,136.25
28.9,40.5,23.0,1006.9,58.0,2.3,8.5,14.8,117.91666666666669
28.7,39.8,21.7,1007.8,55.0,3.1,5.9,11.1,76.875
31.5,38.4,22.3,1006.1,43.0,3.1,4.3,7.6,86.375
31.5,39.0,23.2,1004.3,46.0,2.7,5.0,13.0,77.70833333333333
31.4,39.4,24.5,1003.3,43.0,3.1,9.8,14.8,73.41666666666667
32.3,39.4,24.2,1001.6,41.0,2.7,8.3,18.3,74.75
31.1,40.4,23.5,999.8,44.0,3.1,6.5,14.8,73.66666666666667
28.1,36.8,21.3,1003.1,59.0,3.1,9.3,16.5,48.5
30.9,37.0,23.2,1002.1,49.0,3.1,8.5,13.0,55.083333333333336
30.1,38.6,23.0,1004.0,47.0,2.6,5.4,14.8,67.45833333333333
31.7,39.3,21.7,1004.6,41.0,3.2,1.7,7.6,75.04166666666667
32.6,39.6,23.6,1004.7,44.0,1.9,6.7,13.0,63.958333333333336
27.0,37.8,23.8,1005.5,69.0,1.9,6.5,13.0,32.583333333333336
22.3,30.8,21.2,1002.6,96.0,1.1,7.8,14.8,18.875
25.7,31.0,19.3,1001.6,82.0,1.8,6.5,14.8,61.5
26.0,32.4,19.4,1004.8,82.0,2.9,5.7,9.4,68.91666666666667
27.8,35.0,18.0,1003.1,65.0,3.5,3.9,9.4,42.125
28.0,35.1,22.4,1005.1,61.0,1.4,8.1,14.8,43.125
29.5,35.8,21.2,1004.2,49.0,3.1,8.1,14.8,60.75
31.8,38.6,23.0,1000.1,41.0,3.2,6.3,14.8,77.375
31.7,39.4,22.6,998.4,39.0,3.2,3.9,7.6,63.91666666666666
32.1,40.6,22.2,998.9,45.0,3.2,7.2,11.1,63.66666666666666
32.5,41.2,25.3,1000.9,56.0,3.2,8.5,11.1,139.125
32.3,40.1,26.6,1002.2,49.0,3.2,12.2,20.6,60.083333333333336
31.0,37.5,25.2,1001.8,55.0,2.6,9.3,27.8,81.5
31.4,38.8,20.4,998.9,53.0,3.4,6.9,14.8,63.625
27.2,39.6,17.9,1003.1,72.0,3.2,5.7,14.8,25.45833333333333
30.9,36.6,23.0,1003.2,50.0,1.9,7.2,11.1,20.75
32.0,37.2,24.4,1003.9,58.0,2.7,4.4,9.4,40.5
30.0,39.2,25.4,1003.2,63.0,2.3,7.2,25.9,70.08333333333333
30.9,39.5,23.4,1002.6,55.0,2.6,7.2,16.5,108.66666666666669
32.1,39.1,24.0,1001.7,59.0,2.7,4.8,7.6,76.25
33.8,39.6,26.1,998.7,52.0,3.2,5.4,11.1,64.83333333333333
36.1,41.2,28.6,996.1,42.0,3.2,12.0,24.1,63.0
36.9,41.7,31.4,995.5,43.0,2.7,11.5,18.3,73.83333333333333
33.1,42.2,24.0,996.7,64.0,2.7,8.7,14.8,29.5
32.1,39.8,25.0,996.2,63.0,2.1,7.2,11.1,56.375
31.0,39.0,26.4,997.7,63.0,2.9,12.6,20.6,30.375
30.9,35.8,23.8,998.6,67.0,3.1,4.6,11.1,31.875
32.9,38.2,25.5,995.7,54.0,3.2,5.6,9.4,54.958333333333336
32.7,38.6,27.0,993.2,59.0,2.9,8.0,18.3,77.75
30.5,38.7,26.2,996.9,68.0,2.9,9.6,13.0,82.0
31.4,35.0,26.2,998.4,63.0,3.1,6.7,11.1,87.875
31.5,36.4,25.1,999.2,65.0,1.9,7.2,14.8,92.54166666666669
30.5,36.6,25.3,998.9,68.0,2.3,9.4,14.8,75.33333333333333
29.8,35.1,25.2,1000.1,73.0,2.9,8.9,14.8,32.583333333333336
32.6,36.4,25.5,1000.3,61.0,3.1,5.4,9.4,28.375
34.4,39.6,25.4,999.4,50.0,3.1,5.2,11.1,28.125
35.0,40.2,28.0,1000.0,50.0,2.6,4.8,9.4,52.833333333333336
32.4,40.5,28.2,1000.0,60.0,2.1,6.9,11.1,93.41666666666669
32.5,39.0,25.1,998.7,50.0,2.7,5.9,9.4,28.541666666666668
31.6,40.1,25.6,1001.8,63.0,2.3,6.3,22.2,51.04166666666666
33.3,38.7,26.7,1003.3,58.0,2.1,5.0,9.4,40.0
34.1,39.4,27.6,1001.1,57.0,3.1,3.5,9.4,52.458333333333336
35.5,41.6,27.4,997.8,45.0,3.1,4.4,11.1,30.541666666666668
37.8,43.0,28.2,994.8,36.0,3.1,15.4,22.2,37.625
37.4,43.5,28.8,994.0,40.0,3.5,12.0,24.1,37.583333333333336
35.1,43.1,27.2,996.1,49.0,2.6,15.2,31.7,37.625
31.6,41.3,24.1,999.5,58.0,2.7,6.7,11.1,34.375
32.6,38.6,26.2,1000.9,56.0,3.1,6.1,11.1,71.29166666666667
34.1,39.8,28.0,1000.9,52.0,3.4,7.4,14.8,111.08333333333331
35.3,40.0,28.7,998.6,50.0,2.7,5.7,13.0,32.0
36.4,41.4,29.5,997.3,46.0,3.5,7.8,14.8,42.29166666666666
34.7,42.6,26.8,997.8,49.0,2.7,10.2,16.5,45.66666666666666
33.2,41.8,24.1,999.4,65.0,2.7,8.1,11.1,40.625
34.6,39.2,28.6,998.7,59.0,2.6,8.0,13.0,28.25
33.2,39.8,28.8,1000.6,67.0,3.1,10.9,14.8,20.5
31.9,39.0,27.0,1002.0,68.0,1.9,12.0,14.8,19.0
28.4,37.7,23.5,1002.1,91.0,1.8,6.7,14.8,26.875
27.2,35.0,25.0,1001.4,93.0,2.1,5.6,13.0,30.70833333333333
31.3,35.4,23.4,1001.5,77.0,2.6,5.6,7.6,10.208333333333334
33.2,37.2,27.0,1002.5,69.0,2.7,6.3,9.4,0.0
34.1,38.0,28.2,999.9,65.0,2.9,4.3,7.6,25.08333333333333
30.8,38.8,27.6,997.2,80.0,2.1,6.9,11.1,47.5
26.1,36.4,24.2,998.0,99.0,1.9,2.6,11.1,43.04166666666666
27.4,31.6,24.0,998.1,94.0,1.8,4.8,11.1,19.416666666666668
29.9,34.2,22.4,996.0,84.0,2.3,5.9,11.1,8.416666666666666
30.6,34.7,25.6,995.2,78.0,2.3,5.2,9.4,20.916666666666668
31.1,34.0,26.3,996.5,78.0,3.2,5.4,11.1,19.75
32.1,36.0,27.3,997.6,77.0,2.3,5.2,11.1,15.75
33.7,37.0,27.6,997.2,68.0,3.5,6.3,13.0,0.0
31.3,37.3,28.3,996.0,79.0,1.9,4.8,9.4,0.0
28.4,33.1,25.0,994.6,94.0,1.8,4.8,11.1,4.833333333333333
26.6,29.4,25.1,996.6,97.0,2.1,4.4,9.4,8.291666666666666
27.6,32.0,24.0,996.8,92.0,2.1,3.3,9.4,9.333333333333334
27.4,32.1,24.5,997.4,94.0,1.9,1.9,7.6,5.041666666666667
30.3,34.4,24.3,997.8,85.0,3.1,5.4,11.1,15.375
28.6,35.0,24.8,997.1,87.0,1.9,2.8,7.6,19.83333333333333
29.5,32.1,26.1,998.0,85.0,1.9,2.0,7.6,25.791666666666668
30.7,34.0,25.8,998.5,77.0,2.6,6.7,14.8,22.70833333333333
30.9,34.8,25.4,999.4,73.0,3.2,5.6,11.1,27.125
31.8,35.2,26.5,999.3,73.0,2.4,3.7,9.4,42.458333333333336
32.7,36.0,26.7,999.1,70.0,2.4,2.6,7.6,35.5
29.9,36.7,27.3,1001.1,85.0,2.3,3.0,11.1,31.33333333333333
28.2,33.2,26.4,1002.6,91.0,1.9,2.0,9.4,47.41666666666666
29.9,33.4,25.1,1002.4,83.0,1.6,5.0,7.6,33.791666666666664
32.0,36.0,25.0,1000.8,69.0,2.9,8.1,16.5,54.875
32.0,36.2,26.3,1000.9,64.0,2.6,13.5,24.1,49.625
32.3,36.2,26.4,1001.9,64.0,3.1,9.4,18.3,35.041666666666664
32.9,36.2,27.0,999.7,58.0,3.4,11.9,24.1,39.04166666666666
33.6,37.0,26.8,998.4,57.0,3.5,6.5,20.6,41.708333333333336
32.7,36.8,27.0,1000.0,60.0,3.4,8.9,14.8,28.75
32.9,37.0,27.3,1003.2,60.0,3.5,5.7,18.3,31.0
33.4,37.8,28.1,1002.2,65.0,3.1,5.2,9.4,37.79166666666666
33.3,38.0,27.4,1000.7,62.0,2.3,3.7,9.4,34.041666666666664
32.3,38.0,27.5,999.6,69.0,2.1,4.4,7.6,12.25
27.2,36.5,26.0,1003.2,92.0,1.9,7.4,14.8,14.5
27.8,32.8,23.8,1004.3,95.0,1.9,6.3,9.4,23.916666666666668
30.1,33.6,24.5,1003.4,82.0,1.9,5.6,11.1,26.45833333333333
31.2,34.4,26.2,1001.1,79.0,2.6,4.4,11.1,25.33333333333333
31.2,35.2,27.3,1000.0,81.0,2.6,4.8,9.4,24.20833333333333
33.1,35.8,27.4,997.7,60.0,3.2,14.1,27.8,27.375
30.9,36.4,26.6,997.7,63.0,2.7,12.2,24.1,29.20833333333333
31.7,35.6,25.4,999.7,61.0,3.4,7.0,13.0,36.5
31.2,36.0,27.0,1000.5,68.0,2.6,6.1,9.4,57.25
30.3,35.1,25.8,1002.0,76.0,1.9,8.5,14.8,38.66666666666666
30.4,34.7,25.3,1004.9,75.0,3.1,7.8,14.8,28.5
26.4,34.6,24.0,1007.0,94.0,1.8,6.5,11.1,27.83333333333333
25.1,28.9,23.6,1006.0,99.0,1.4,6.5,14.8,44.125
28.5,32.0,23.7,1003.6,85.0,2.3,5.2,11.1,62.25
31.0,34.4,25.4,1002.8,74.0,2.9,5.4,13.0,60.125
28.4,34.5,26.1,1001.9,82.0,2.4,3.0,11.1,54.25
31.0,34.0,25.8,1002.3,77.0,3.2,5.4,9.4,43.083333333333336
31.6,35.4,27.4,1003.2,76.0,2.9,3.3,18.3,37.41666666666666
30.8,36.2,27.4,1004.9,81.0,2.4,4.4,13.0,34.666666666666664
29.8,33.6,26.0,1003.4,80.0,3.1,10.6,18.3,39.208333333333336
30.2,33.8,27.2,1002.7,82.0,1.9,9.1,18.3,38.708333333333336
28.3,34.0,25.1,1002.6,87.0,1.9,5.4,14.8,31.375
25.1,32.2,24.0,1003.1,99.0,1.4,6.5,9.4,16.583333333333332
28.0,33.2,23.4,1000.8,91.0,1.9,1.9,7.6,66.83333333333333
27.6,33.4,25.0,1001.7,92.0,1.9,1.5,5.4,69.95833333333333
30.2,35.0,24.0,1003.4,82.0,2.4,7.2,22.2,94.375
31.3,35.4,25.2,1004.9,74.0,3.7,6.3,14.8,85.75
26.1,35.3,24.6,1003.1,90.0,1.9,2.6,7.6,80.66666666666667
28.3,31.6,23.6,1002.9,81.0,2.3,6.3,9.4,93.66666666666669
29.6,34.0,24.6,1004.5,82.0,2.7,6.1,11.1,39.5
31.3,34.4,26.0,1006.3,74.0,3.2,6.9,11.1,51.66666666666666
30.8,35.0,26.5,1004.8,73.0,2.6,5.4,11.1,39.41666666666666
29.4,35.8,25.8,1003.7,79.0,3.1,4.8,9.4,23.95833333333333
28.4,35.6,26.0,1004.0,81.0,2.6,7.6,16.5,19.916666666666668
28.1,32.8,24.6,1005.7,80.0,2.3,4.8,7.6,11.5
28.2,33.3,24.4,1006.3,85.0,1.9,3.5,9.4,32.958333333333336
28.8,32.7,24.6,1004.8,81.0,3.1,3.3,7.6,43.5
29.1,33.2,25.5,1005.1,81.0,1.9,6.3,11.1,50.41666666666666
29.9,33.8,26.0,1005.4,77.0,2.3,3.3,7.6,55.708333333333336
30.8,34.6,26.3,1005.9,73.0,3.1,4.3,11.1,47.083333333333336
30.9,35.7,26.7,1007.1,73.0,2.7,6.3,11.1,51.458333333333336
30.2,35.0,26.4,1008.5,75.0,3.1,2.6,7.6,35.541666666666664
29.9,35.2,26.5,1008.3,79.0,2.3,1.9,9.4,57.125
30.6,35.0,26.2,1006.1,73.0,3.1,5.2,11.1,69.375
30.7,36.0,26.3,1004.3,72.0,3.1,7.2,18.3,65.375
31.2,36.2,25.7,1004.4,68.0,3.1,3.1,11.1,75.625
30.3,36.4,26.4,1007.4,70.0,3.1,2.4,7.6,88.95833333333333
30.7,35.4,25.6,1006.8,68.0,2.6,6.1,14.8,93.25
28.4,34.9,23.8,1005.8,71.0,2.6,4.4,13.0,112.29166666666669
29.1,35.0,23.4,1004.8,64.0,3.1,4.8,11.1,97.70833333333331
28.7,35.8,23.0,1005.1,63.0,3.7,2.2,9.4,80.70833333333333
29.2,36.5,22.7,1005.7,62.0,2.6,2.8,11.1,69.25
28.8,36.6,22.5,1005.2,64.0,3.2,1.9,9.4,55.91666666666666
28.6,36.8,22.7,1005.7,59.0,3.1,2.8,13.0,62.708333333333336
26.6,36.7,20.6,1006.9,57.0,2.3,2.8,7.6,81.625
25.9,33.9,19.0,1006.4,55.0,3.1,2.4,5.4,65.375
28.0,35.0,18.6,1004.1,55.0,3.1,5.0,11.1,84.375
27.4,34.9,20.0,1004.7,69.0,1.3,0.9,3.5,115.875
24.2,35.5,21.8,1006.9,94.0,1.9,7.0,14.8,140.16666666666666
22.1,30.4,20.1,1005.5,96.0,1.9,5.9,11.1,175.375
25.6,30.8,19.9,1007.2,76.0,2.9,8.9,18.3,141.95833333333334
25.3,31.4,19.8,1010.2,70.0,2.1,5.0,11.1,153.375
24.6,32.1,16.0,1009.7,54.0,3.2,6.1,18.3,162.875
25.9,32.4,17.7,1010.0,62.0,3.2,5.7,14.8,115.70833333333331
25.2,33.4,18.4,1012.0,67.0,2.7,3.7,7.6,100.625
22.9,32.8,18.0,1013.5,76.0,1.9,5.9,14.8,91.125
21.8,31.5,16.4,1013.7,78.0,2.7,2.0,7.6,0.0
21.3,28.4,16.2,1013.7,73.0,1.9,4.8,14.8,49.333333333333336
20.9,28.0,14.6,1014.9,69.0,1.9,4.8,13.0,107.33333333333331
21.4,28.2,14.6,1015.1,67.0,1.9,4.4,11.1,80.16666666666667
22.2,29.2,14.0,1016.9,68.0,1.8,2.2,7.6,84.04166666666667
21.7,30.4,14.8,1015.4,64.0,1.9,5.7,11.1,97.25
21.7,30.2,16.2,1013.7,66.0,1.9,4.6,14.8,273.625
21.7,30.6,13.6,1013.3,70.0,1.9,2.0,5.4,256.9583333333333
21.7,31.2,14.5,1015.0,68.0,1.9,2.2,7.6,185.08333333333331
22.0,29.6,15.9,1014.0,74.0,1.4,2.8,7.6,249.5
20.8,29.9,15.0,1013.6,79.0,0.5,2.6,9.4,269.5833333333333
20.2,27.8,15.0,1013.2,81.0,0.5,3.0,7.6,135.375
20.3,27.6,14.7,1011.7,67.0,0.8,4.4,11.1,166.16666666666666
20.3,29.0,14.2,1012.1,68.0,0.8,2.8,9.4,365.75
20.0,29.1,13.6,1013.5,70.0,0.8,3.0,13.0,241.875
20.4,29.2,13.5,1014.3,70.0,0.8,3.7,7.6,176.875
22.1,29.0,13.4,1013.4,64.0,0.8,4.3,11.1,205.0
18.2,29.6,12.6,1013.4,80.0,0.5,1.3,5.4,113.625
18.8,27.0,12.6,1013.7,79.0,0.3,2.4,5.4,296.875
18.3,27.4,11.1,1013.4,71.0,1.3,3.0,9.4,353.0416666666667
18.1,27.4,10.1,1012.8,68.0,1.1,0.7,5.4,257.4166666666667
18.1,28.1,10.3,1012.1,70.0,1.0,1.3,7.6,204.75
17.4,26.8,10.0,1013.3,70.0,0.6,2.6,7.6,160.95833333333334
17.3,27.0,9.6,1015.4,74.0,1.1,1.1,5.4,130.75
18.6,27.4,10.5,1013.4,74.0,0.8,0.4,3.5,174.79166666666666
18.2,26.8,10.9,1011.3,73.0,0.6,1.5,7.6,207.83333333333331
18.6,26.2,14.5,1012.3,72.0,0.8,2.0,7.6,268.1666666666667
17.9,27.2,9.8,1013.5,67.0,1.3,5.0,14.8,278.3333333333333
18.3,27.4,11.4,1012.7,55.0,1.0,8.5,14.8,256.7083333333333
17.5,27.5,10.3,1012.2,67.0,1.0,4.6,11.1,279.5833333333333
17.1,28.0,9.2,1013.7,73.0,0.8,1.3,5.4,280.2083333333333
17.4,28.8,9.7,1014.5,73.0,0.6,0.7,5.4,157.5
17.6,27.8,11.0,1014.7,79.0,0.5,1.3,5.4,156.375
17.5,27.6,10.2,1015.8,79.0,0.8,1.7,7.6,200.5
17.6,27.0,10.8,1017.3,79.0,0.5,0.4,3.5,267.0416666666667
16.7,26.8,10.3,1017.6,73.0,0.8,11.1,74.1,272.0833333333333
17.2,26.1,9.8,1016.9,73.0,0.8,2.8,9.4,337.125
17.2,25.6,11.5,1017.2,81.0,0.6,0.7,5.4,212.125
16.5,23.0,13.4,1017.1,87.0,0.5,1.7,7.6,190.5
17.6,21.6,12.5,1017.6,83.0,0.5,2.6,7.6,236.41666666666663
17.9,25.4,11.0,1015.8,75.0,1.1,1.9,9.4,187.875
18.5,26.8,11.4,1016.0,79.0,1.0,0.7,5.4,252.54166666666663
18.2,25.6,13.6,1016.6,80.0,1.0,2.0,9.4,312.625
16.9,24.8,11.4,1017.4,70.0,1.3,4.6,13.0,286.375
15.9,25.1,10.1,1017.9,73.0,1.8,2.4,7.6,288.0833333333333
15.6,24.0,8.4,1020.3,76.0,1.4,2.2,9.4,302.4583333333333
15.3,23.5,9.0,1019.8,75.0,1.0,3.5,11.1,261.25
15.0,23.7,8.3,1019.2,69.0,1.4,3.7,11.1,269.125
14.3,23.7,6.4,1019.5,71.0,1.4,2.6,9.4,249.95833333333331
14.1,23.9,6.6,1018.1,74.0,1.3,0.9,7.6,163.0
14.3,22.4,7.5,1017.9,78.0,0.8,1.9,7.6,161.375
13.7,22.7,7.8,1018.0,76.0,0.8,2.8,7.6,157.375
14.0,22.5,8.7,1019.2,72.0,0.5,2.8,7.6,162.875
13.3,20.2,9.6,1020.6,66.0,0.8,6.1,11.1,244.16666666666663
11.4,20.4,6.0,1020.6,69.0,0.8,10.0,14.8,239.79166666666663
10.9,18.6,4.6,1020.3,68.0,1.4,6.7,14.8,245.91666666666663
10.8,20.0,3.2,1019.0,70.0,1.1,2.0,5.4,264.5833333333333
12.4,22.2,4.0,1017.2,67.0,1.1,2.4,7.6,253.29166666666663
12.8,23.4,4.4,1014.8,70.0,1.0,1.1,9.4,338.625
13.4,23.8,5.5,1014.3,75.0,0.3,2.0,9.4,431.8333333333333
13.9,23.1,6.9,1014.3,78.0,0.5,1.9,5.4,215.25
14.5,23.2,7.0,1016.2,81.0,0.6,1.3,5.4,181.20833333333331
15.6,23.6,9.8,1018.5,86.0,0.3,2.4,7.6,210.875
15.0,22.4,10.4,1019.5,76.0,1.0,0.7,5.4,255.33333333333331
12.9,22.6,9.4,1018.2,95.0,0.8,1.9,7.6,199.91666666666663
13.3,20.8,8.4,1020.1,75.0,0.8,3.1,9.4,190.5
11.0,21.2,3.4,1024.0,70.0,1.0,1.5,7.6,199.58333333333331
10.7,19.5,3.8,1023.3,72.0,1.0,3.0,7.6,nan
11.4,20.0,4.2,1022.2,78.0,0.8,2.8,7.6,223.21999999999997
12.4,20.2,5.0,1020.6,78.0,0.5,2.0,7.6,228.50875
13.5,20.8,5.4,1018.5,74.0,0.6,2.0,9.4,238.76375000000007
15.7,22.8,8.5,1017.3,71.0,0.6,2.2,7.6,227.25124999999997
13.3,23.2,10.9,1016.6,95.0,0.5,3.5,9.4,229.3141666666667
16.2,20.4,11.7,1017.0,83.0,0.6,7.0,11.1,232.98791666666668
17.0,21.1,13.5,1015.8,87.0,1.0,10.6,14.8,237.5583333333333
15.7,20.3,14.4,1015.6,99.0,1.0,9.4,14.8,241.46041666666665
13.6,16.4,12.0,1015.4,97.0,1.0,7.6,14.8,231.90250000000003
12.6,17.4,9.2,1018.3,85.0,0.8,2.6,9.4,224.76375
12.2,18.1,6.5,1017.9,84.0,0.8,5.7,14.8,242.94625000000005
